PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,REAGENT_ID,ENTREZ_GENE_ID,NCBI_GENE_SYMBOL,PLATE,WELL,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,CONTROL_Z_SCORE_BIN,DOX_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,DOX_Z_SCORE_BIN,COMBINED_ZSCORE_BIN,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,CONTROL_AVERAGE_CTG_NORMALISED_TO_MOCK,DOX_AVERAGE_CTG_NORMALISED_TO_NT1,DOX_AVERAGE_CTG_NORMALISED_TO_MOCK,FOLD_CHANGE_RATIO,FOLD_CHANGE_RATIO_Z_SCORE,SEED_CLUSTER_MIRNA_SHARING_SEED
RESULT_TYPE,,,,,,,STRING,TARGET_NCBI_GENE_ID,STRING,INTEGER,STRING,FLOAT,STRING,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,Dharmacon GE reagent id,NCBI Entrez Gene database id of intended siRNA target gene,Official symbol of target NCBI Gene Id,Plate number,Well location,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Control robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Doxorubicin robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2",Combined (CONTROL_Z_SCORE_BIN and DOX_Z_SCORE_BIN) Z-score bins,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Control (siRNA alone) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.",DOX_AVERAGE_CTG_NORMALISED_TO_NT1 / CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,Robust Z-score calculated on the FOLD_CHANGE_RATIO,Seed cluster analysis (using Dharmacon's seed clusterer tool) results. Enrichment score cut-off (3) 8.
14456,152331512,,Inactive,,,,M-046353-00,78038,Mccc2,15014,K14,-0.51,NC,-0.34,NC,NC both,0.92,0.94,0.91,0.88,0.99,0.11,
14457,152331514,,Inactive,,,,M-049964-00,56619,Clec4e,15034,H14,0,NC,-1.57,NC,NC both,0.95,0.95,0.8,0.78,0.84,-1.57,
14458,152331527,,Inactive,,,,M-050308-00,3051,CPEB4,15035,M07,-0.17,NC,-1.46,NC,NC both,0.94,0.96,0.81,0.78,0.86,-1.35,
14459,152331530,,Inactive,,,,M-043015-00,18811,Prl2c2,15047,I15,-1.52,NC,0.45,NC,NC both,0.86,0.85,0.98,0.92,1.14,1.8,
14460,152331550,,Inactive,,,,M-048900-00,59091,Jph2,15040,K16,0.17,NC,-0.45,NC,NC both,0.96,0.98,0.9,0.92,0.94,-0.45,
14461,152331559,,Inactive,,,,M-053634-00,269693,Ccdc60,15033,N05,1.18,NC,-0.22,NC,NC both,1.02,1.03,0.92,0.89,0.9,-0.9,
14462,152331567,,Inactive,,,,M-047949-00,22445,Xlr3a,15053,G15,1.18,NC,-0.22,NC,NC both,1.02,1.02,0.92,0.88,0.9,-0.9,
14463,152331569,,Inactive,,,,M-048783-00,23829,C1ql1,15033,N17,-0.84,NC,1.12,NC,NC both,0.9,0.91,1.04,1,1.16,2.02,
14464,152331571,,Active,,,,M-054338-00,216395,Tmem5,15019,G06,0,NC,-2.7,LC,LC dox,0.95,0.98,0.7,0.72,0.74,-2.7,
14465,152331575,,Inactive,,,,M-040870-00,53868,Rab25,15017,M10,-0.17,NC,-0.11,NC,NC both,0.94,0.93,0.93,0.92,0.99,0.11,
14466,152331576,,Inactive,,,,M-051411-00,74229,Paqr8,15022,O03,-0.17,NC,0,NC,NC both,0.94,0.9,0.94,0.88,1,0.22,
14467,152331581,,Inactive,,,,M-046263-00,83762,Otof,15015,A16,1.18,NC,1.35,NC,NC both,1.02,1.04,1.06,1.12,1.04,0.67,
14468,152331583,,Inactive,,,,M-041863-00,64085,Clstn2,15008,F09,-0.84,NC,0.22,NC,NC both,0.9,0.94,0.96,0.98,1.07,1.01,
14469,152331585,,Inactive,,,,M-058004-00,319513,Pced1a,15029,F12,-0.84,NC,0.34,NC,NC both,0.9,0.9,0.97,0.98,1.08,1.12,
14470,152331602,,Inactive,,,,M-042325-00,66084,Rmnd1,15021,O13,-0.17,NC,0.34,NC,NC both,0.94,0.92,0.97,0.92,1.03,0.56,
14471,152331607,,Inactive,,,,M-047869-00,64435,Fcamr,15038,G08,1.18,NC,-0.67,NC,NC both,1.02,1,0.88,0.88,0.86,-1.35,
14472,152331609,,Inactive,,,,M-060657-00,258782,Olfr914,15046,A13,0.67,NC,1.35,NC,NC both,0.99,1,1.06,1.04,1.07,1.01,
14473,152331615,,Inactive,,,,M-044929-00,13479,Dpep1,15009,B21,-0.17,NC,1.46,NC,NC both,0.94,0.97,1.07,1.02,1.14,1.8,
14474,152331621,,Inactive,,,,M-053209-00,320650,9530056K15Rik,15028,D06,-0.17,NC,-0.34,NC,NC both,0.94,0.92,0.91,0.84,0.97,-0.11,
14475,152331622,,Inactive,,,,M-054304-00,108115,Slco4a1,15050,E15,0,NC,0.67,NC,NC both,0.95,0.98,1,0.96,1.05,0.79,
14476,152331623,,Inactive,,,,M-041764-00,16164,Il13ra1,15012,P11,1.85,NC,2.47,Hi,Hi dox,1.06,1.1,1.16,1.12,1.09,1.24,
14477,152331631,,Inactive,,,,M-042332-00,13356,Dgcr2,15009,E10,-0.34,NC,1.35,NC,NC both,0.93,0.96,1.06,1.02,1.14,1.8,
14478,152331637,,Active,,,,M-054123-00,226245,Plekhs1,15028,N14,0.51,NC,-2.81,LC,LC dox,0.98,0.96,0.69,0.64,0.7,-3.15,
14479,152331645,,Active,,,,M-049651-00,56093,Pfpl,15046,F18,-0.84,NC,-2.81,LC,LC dox,0.9,0.92,0.69,0.68,0.77,-2.36,
14480,152331647,,Inactive,,,,M-042285-00,17880,Myh11,15014,A14,1.18,NC,-0.22,NC,NC both,1.02,1.02,0.92,0.9,0.9,-0.9,
14481,152331651,,Inactive,,,,M-063174-00,56551,Txn2,15052,K09,0.34,NC,-1.35,NC,NC both,0.97,0.97,0.82,0.78,0.85,-1.46,
14482,152331669,,Inactive,,,,M-059518-00,67099,Mettl21a,15023,O20,0.51,NC,1.46,NC,NC both,0.98,0.99,1.07,1.01,1.09,1.24,
14483,152331670,,Inactive,,,,M-048152-00,77704,Lcn9,15028,M20,0.84,NC,0,NC,NC both,1,0.98,0.94,0.86,0.94,-0.45,
14484,152331678,,Inactive,,,,M-050966-00,77622,Apex2,15031,C09,-0.51,NC,-0.34,NC,NC both,0.92,0.93,0.91,0.89,0.99,0.11,
14485,152331683,,Inactive,,,,M-059197-00,13506,Dsc2,15009,H03,0.51,NC,0.56,NC,NC both,0.98,1,0.99,0.94,1.01,0.34,
14486,152331684,,Inactive,,,,M-048631-00,19044,Ppox,15016,G03,-0.84,NC,0.67,NC,NC both,0.9,0.92,1,0.98,1.11,1.46,
14487,152331696,,Inactive,,,,M-056617-00,232345,A2m,15005,D17,-1.85,NC,-0.9,NC,NC both,0.84,0.85,0.86,0.82,1.02,0.45,
14488,152331705,,Inactive,,,,M-060187-00,13481,Dpm2,15037,A14,1.18,NC,0.45,NC,NC both,1.02,1.06,0.98,1,0.96,-0.22,
14489,152331707,,Inactive,,,,M-053266-00,224824,Pex6,15015,N21,1.18,NC,1.12,NC,NC both,1.02,1.02,1.04,1.09,1.02,0.45,
14490,152331710,,Inactive,,,,M-045541-00,72106,Jmjd8,15024,A22,1.35,NC,1.01,NC,NC both,1.03,1.08,1.03,1.08,1,0.22,
14491,152331715,,Inactive,,,,M-063437-00,11819,Nr2f2,15014,P18,1.52,NC,0.67,NC,NC both,1.04,1.05,1,0.97,0.96,-0.22,
14492,152331716,,Inactive,,,,M-051038-00,68262,Agpat4,15030,G14,-1.18,NC,-0.45,NC,NC both,0.88,0.86,0.9,0.9,1.02,0.45,
14493,152331721,,Inactive,,,,M-050791-00,194231,Cnksr1,15001,H11,-0.17,NC,-1.12,NC,NC both,0.94,0.98,0.84,0.85,0.89,-1.01,
14494,152331724,,Inactive,,,,M-047409-00,17304,Mfge8,15041,D06,-0.67,NC,-0.67,NC,NC both,0.91,0.91,0.88,0.84,0.97,-0.11,
14495,152331737,,Inactive,,,,M-056586-00,269615,Plch2,15029,F20,0,NC,0,NC,NC both,0.95,0.96,0.94,0.94,0.99,0.11,
14496,152331746,,Inactive,,,,M-049697-00,68379,Ciz1,15008,M16,0.34,NC,-0.9,NC,NC both,0.97,1.02,0.86,0.88,0.89,-1.01,
14497,152331749,,Inactive,,,,M-043972-00,19144,Klk6,15047,F21,1.01,NC,-0.22,NC,NC both,1.01,1,0.92,0.86,0.91,-0.79,
14498,152331751,,Inactive,,,,M-061107-00,117592,B3galt6,15031,N18,0.84,NC,-0.45,NC,NC both,1,1.01,0.9,0.88,0.9,-0.9,
14499,152331754,,Inactive,,,,M-051393-00,217664,Mgat2,15041,F04,-0.51,NC,-0.79,NC,NC both,0.92,0.92,0.87,0.82,0.95,-0.34,
14500,152331762,,Active,,,,M-050735-00,68232,1700120K04Rik,15022,F16,0.17,NC,-3.6,LC,LC dox,0.96,0.92,0.62,0.57,0.65,-3.71,
14501,152331764,,Inactive,,,,M-051654-00,217369,Uts2r,15003,D22,0.51,NC,0,NC,NC both,0.98,0.99,0.94,0.94,0.96,-0.22,
14502,152331770,,Inactive,,,,M-065474-00,54645,Gripap1,15009,N03,1.52,NC,1.91,NC,NC both,1.04,1.08,1.11,1.06,1.07,1.01,
14503,152331782,,Inactive,,,,M-063041-00,107305,Vps37c,15027,I22,0.17,NC,1.35,NC,NC both,0.96,0.95,1.06,0.98,1.1,1.35,
14504,152331790,,Inactive,,,,M-042134-00,21974,Top2b,15019,B21,0,NC,0.22,NC,NC both,0.95,0.98,0.96,0.98,1.01,0.34,
14505,152331793,,Inactive,,,,M-059212-00,217944,Rapgef5,15016,L18,-0.17,NC,0.79,NC,NC both,0.94,0.96,1.01,0.98,1.07,1.01,
14506,152331795,,Inactive,,,,M-061290-00,270685,Mthfd1l,15038,H07,0.17,NC,-0.45,NC,NC both,0.96,0.94,0.9,0.9,0.94,-0.45,
14507,152331804,,Inactive,,,,M-041119-00,224139,Golgb1,15012,K21,1.01,NC,0,NC,NC both,1.01,1.06,0.94,0.89,0.93,-0.56,
14508,152331817,,Inactive,,,,M-063086-00,192678,Rassf3,15047,P16,2.19,Hi,1.35,NC,Hi control,1.08,1.06,1.06,0.99,0.98,0,
14509,152331823,,Inactive,,,,M-055921-00,108682,Gpt2,15039,A08,0.17,NC,1.69,NC,NC both,0.96,0.98,1.09,1.07,1.14,1.8,
14510,152331824,,Inactive,,,,M-045706-00,113857,Vmn1r41,15052,O08,1.85,NC,1.12,NC,NC both,1.06,1.06,1.04,0.98,0.98,0,
14511,152331826,,Inactive,,,,M-050985-00,30800,Mmp20,15013,N08,0.84,NC,0.22,NC,NC both,1,1,0.96,0.99,0.96,-0.22,
14512,152331834,,Inactive,,,,M-057680-00,74246,Gale,15011,O21,0.84,NC,0.67,NC,NC both,1,1.05,1,1,1,0.22,
14513,152331836,,Inactive,,,,M-050168-00,57314,Th1l,15051,O18,1.18,NC,3.04,Hi,Hi dox,1.02,1,1.21,1.13,1.19,2.36,
14514,152331842,,Inactive,,,,M-063903-00,70396,Asnsd1,15023,L14,1.18,NC,-0.67,NC,NC both,1.02,1.02,0.88,0.84,0.86,-1.35,
14515,152331864,,Inactive,,,,M-054263-00,230678,Tmem125,15027,L16,-3.04,LC,-0.67,NC,LC control,0.77,0.76,0.88,0.82,1.14,1.8,
14516,152331869,,Inactive,,,,M-045612-00,16174,Il18rap,15012,B18,-1.69,NC,-0.22,NC,NC both,0.85,0.88,0.92,0.88,1.08,1.12,
14517,152331871,,Inactive,,,,M-053294-00,214572,Prmt7,15032,E04,0.17,NC,-1.12,NC,NC both,0.96,0.98,0.84,0.81,0.88,-1.12,
14518,152331889,,Inactive,,,,M-044896-00,13389,Dll3,15009,I16,-0.17,NC,1.46,NC,NC both,0.94,0.97,1.07,1.02,1.14,1.8,
14519,152331894,,Inactive,,,,M-055303-00,239405,Rspo2,15024,I08,1.69,NC,0.34,NC,NC both,1.05,1.1,0.97,1.02,0.92,-0.67,
14520,152331898,,Inactive,,,,M-061146-00,246103,Atxn7,15017,N19,1.52,NC,0.56,NC,NC both,1.04,1.02,0.99,0.98,0.95,-0.34,
14521,152331916,,Inactive,,,,M-058248-00,66826,Taz,15019,H15,-1.18,NC,-0.9,NC,NC both,0.88,0.9,0.86,0.87,0.98,0,
14522,152331924,,Inactive,,,,M-065569-00,17904,Myl6,15014,C14,-0.17,NC,0.67,NC,NC both,0.94,0.94,1,0.97,1.06,0.9,
14523,152331932,,Inactive,,,,M-061156-00,68796,Tmem214,15021,L15,0.51,NC,-0.45,NC,NC both,0.98,0.96,0.9,0.85,0.92,-0.67,
14524,152331934,,Inactive,,,,M-053850-00,330323,Fam188b,15033,J18,0.17,NC,-0.45,NC,NC both,0.96,0.97,0.9,0.86,0.94,-0.45,
14525,152331938,,Inactive,,,,M-047385-00,17294,Mest,15013,D04,-0.67,NC,-0.22,NC,NC both,0.91,0.92,0.92,0.96,1.01,0.34,
14526,152331942,,Inactive,,,,M-043986-00,22017,Tpmt,15019,B08,0.51,NC,0.22,NC,NC both,0.98,1,0.96,0.98,0.98,0,
14527,152331948,,Inactive,,,,M-043044-00,12370,Casp8,15007,P07,0.84,NC,0.34,NC,NC both,1,1.02,0.97,0.92,0.97,-0.11,
14528,152331953,,Inactive,,,,M-064507-00,217030,Synrg,15006,I22,0.17,NC,0.9,NC,NC both,0.96,0.96,1.02,0.95,1.06,0.9,
14529,152331964,,Inactive,,,,M-055827-00,103268,Cep57l1,15024,E03,1.35,NC,0.22,NC,NC both,1.03,1.08,0.96,1,0.93,-0.56,
14530,152331968,,Inactive,,,,M-053184-00,104444,Rexo2,15050,K05,0.34,NC,1.12,NC,NC both,0.97,0.99,1.04,1.01,1.07,1.01,
14531,152331971,,Inactive,,,,M-047577-00,57748,Jmy,15040,K12,-0.51,NC,-1.8,NC,NC both,0.92,0.94,0.78,0.8,0.85,-1.46,
14532,152331972,,Inactive,,,,M-050835-00,56461,Kcnip3,15008,P08,1.85,NC,-0.34,NC,NC both,1.06,1.12,0.91,0.92,0.86,-1.35,
14533,152331974,,Active,,,,M-040151-00,20620,Plk2,15002,L17,-1.52,NC,-3.93,LC,LC dox,0.86,0.85,0.59,0.56,0.69,-3.26,
14534,152331975,,Inactive,,,,M-056462-00,244962,Snx14,15050,E10,0.17,NC,-0.67,NC,NC both,0.96,0.98,0.88,0.85,0.92,-0.67,
14535,152331976,,Inactive,,,,M-045454-00,105348,Golm1,15039,I19,1.35,NC,0.34,NC,NC both,1.03,1.04,0.97,0.94,0.94,-0.45,
14536,152331985,,Inactive,,,,M-042722-00,170736,Parvb,15046,B07,-0.51,NC,0.34,NC,NC both,0.92,0.93,0.97,0.96,1.05,0.79,
14537,152331986,,Inactive,,,,M-061715-00,258375,Olfr794,15045,B18,-1.35,NC,0.45,NC,NC both,0.87,0.88,0.98,0.96,1.13,1.69,
14538,152331995,,Inactive,,,,M-060357-00,259099,Olfr676,15045,D07,-1.18,NC,-1.01,NC,NC both,0.88,0.88,0.85,0.84,0.97,-0.11,
14539,152332010,,Inactive,,,,M-046300-00,74111,Rbm19,15022,I10,0.17,NC,0.22,NC,NC both,0.96,0.92,0.96,0.89,1,0.22,
14540,152332011,,Inactive,,,,M-064403-00,73470,Kif2b,15013,I18,-0.84,NC,-0.67,NC,NC both,0.9,0.9,0.88,0.9,0.98,0,
14541,152332012,,Inactive,,,,M-056485-00,231717,Fam109a,15029,K11,0.17,NC,-0.45,NC,NC both,0.96,0.96,0.9,0.9,0.94,-0.45,
14542,152332013,,Inactive,,,,M-044121-00,17897,Myl3,15014,C10,0.34,NC,1.35,NC,NC both,0.97,0.98,1.06,1.02,1.09,1.24,
14543,152332014,,Inactive,,,,M-044565-00,20447,St6galnac3,15049,I16,-0.84,NC,0,NC,NC both,0.9,0.92,0.94,0.9,1.04,0.67,
14544,152332036,,Inactive,,,,M-042056-00,17766,Nudt1,15015,G13,-0.17,NC,0,NC,NC both,0.94,0.96,0.94,0.98,1,0.22,
14545,152332038,,Inactive,,,,M-044835-00,71886,2310002L09Rik,15023,C08,0.34,NC,-1.01,NC,NC both,0.97,0.97,0.85,0.8,0.88,-1.12,
14546,152332040,,Inactive,,,,M-046473-00,19120,Prm3,15047,D07,0,NC,0.34,NC,NC both,0.95,0.94,0.97,0.9,1.02,0.45,
14547,152332041,,Inactive,,,,M-059988-00,224703,35854,15028,B18,-1.18,NC,-0.22,NC,NC both,0.88,0.86,0.92,0.86,1.05,0.79,
14548,152332045,,Inactive,,,,M-042736-00,19222,Ptgir,15004,B13,-1.85,NC,-0.67,NC,NC both,0.84,0.86,0.88,0.86,1.05,0.79,
14549,152332048,,Inactive,,,,M-040311-00,26903,Dysf,15009,N05,0.84,NC,1.57,NC,NC both,1,1.02,1.08,1.02,1.08,1.12,
14550,152332058,,Inactive,,,,M-049011-00,18843,Bpifa1,15047,M07,-3.2,LC,-2.25,LC,LC both,0.76,0.75,0.74,0.69,0.97,-0.11,
14551,152332066,,Inactive,,,,M-059934-00,76179,Usp31,15005,I22,0.34,NC,0.34,NC,NC both,0.97,0.98,0.97,0.93,1,0.22,
14552,152332070,,Inactive,,,,M-044938-00,20420,Shd,15049,G12,-0.84,NC,0.56,NC,NC both,0.9,0.92,0.99,0.94,1.1,1.35,
14553,152332071,,Inactive,,,,M-040671-00,20698,Sphk1,15002,P18,1.52,NC,1.46,NC,NC both,1.04,1.04,1.07,1.01,1.03,0.56,
14554,152332072,,Inactive,,,,M-041051-00,68603,Pmvk,15002,N03,0.84,NC,1.8,NC,NC both,1,0.98,1.1,1.04,1.1,1.35,
14555,152332074,,Inactive,,,,M-042090-00,17250,Abcc1,15005,L03,0.17,NC,0.67,NC,NC both,0.96,0.98,1,0.96,1.04,0.67,
14556,152332079,,Active,,,,M-059497-00,66864,Clec14a,15022,G12,0.17,NC,-2.02,LC,LC dox,0.96,0.92,0.76,0.7,0.79,-2.14,
14557,152332084,,Inactive,,,,M-045072-00,15931,Ids,15012,D21,-2.19,LC,-2.47,LC,LC both,0.82,0.84,0.72,0.69,0.88,-1.12,
14558,152332085,,Inactive,,,,M-060441-00,12062,Bdkrb2,15003,I06,0,NC,-1.8,NC,NC both,0.95,0.96,0.78,0.8,0.82,-1.8,
14559,152332091,,Inactive,,,,M-040906-00,67260,Lass4,15040,N12,-0.17,NC,-1.46,NC,NC both,0.94,0.96,0.81,0.82,0.86,-1.35,
14560,152332092,,Inactive,,,,M-062862-00,224116,Muc20,15042,D13,-2.19,LC,-2.25,LC,LC both,0.82,0.79,0.74,0.71,0.9,-0.9,
14561,152332096,,Inactive,,,,M-048250-00,76089,Rapgef2,15016,L16,0.34,NC,0.56,NC,NC both,0.97,1,0.99,0.96,1.02,0.45,
14562,152332103,,Inactive,,,,M-063825-00,327958,Pitpnm3,15001,G05,-0.51,NC,-1.24,NC,NC both,0.92,0.96,0.83,0.84,0.9,-0.9,
14563,152332115,,Inactive,,,,M-047955-00,18183,Nrg3,15002,K08,-1.85,NC,0.9,NC,NC both,0.84,0.84,1.02,0.96,1.21,2.59,
14564,152332119,,Inactive,,,,M-046146-00,76080,Ttpal,15027,L17,0.67,NC,1.12,NC,NC both,0.99,0.97,1.04,0.97,1.05,0.79,
14565,152332121,,Inactive,,,,M-064314-00,66148,Dnajc15,15037,K13,0.84,NC,-1.35,NC,NC both,1,1.04,0.82,0.84,0.82,-1.8,
14566,152332129,,Inactive,,,,M-041612-00,18361,Olfr60,15045,G14,-0.34,NC,-0.67,NC,NC both,0.93,0.94,0.88,0.86,0.95,-0.34,
14567,152332136,,Inactive,,,,M-065322-00,110891,Slc8a2,15050,A21,0.17,NC,0,NC,NC both,0.96,0.98,0.94,0.9,0.98,0,
14568,152332137,,Inactive,,,,M-041268-00,102058,Exoc8,15030,O10,0.34,NC,-0.22,NC,NC both,0.97,0.96,0.92,0.92,0.95,-0.34,
14569,152332146,,Inactive,,,,M-046432-00,114601,Ehbp1l1,15041,G15,-0.67,NC,-0.9,NC,NC both,0.91,0.91,0.86,0.82,0.95,-0.34,
14570,152332147,,Inactive,,,,M-049193-00,66637,Tsen15,15027,M20,-0.17,NC,-0.45,NC,NC both,0.94,0.92,0.9,0.84,0.96,-0.22,
14571,152332148,,Inactive,,,,M-050644-00,211948,Pde12,15037,N13,0.84,NC,1.35,NC,NC both,1,1.02,1.06,1.08,1.06,0.9,
14572,152332159,,Inactive,,,,M-040795-00,22325,Vav2,15020,K08,0.17,NC,0.22,NC,NC both,0.96,0.96,0.96,0.92,1,0.22,
14573,152332162,,Inactive,,,,M-050681-00,109263,Rlf,15005,O12,0,NC,0.34,NC,NC both,0.95,0.96,0.97,0.92,1.02,0.45,
14574,152332167,,Inactive,,,,M-059059-00,243937,Zfp536,15053,J07,-0.17,NC,0.22,NC,NC both,0.94,0.95,0.96,0.94,1.02,0.45,
14575,152332168,,Inactive,,,,M-061584-00,258425,Olfr994,15046,K19,-0.51,NC,-0.45,NC,NC both,0.92,0.94,0.9,0.9,0.98,0,
14576,152332170,,Inactive,,,,M-043934-00,20684,Sp100,15050,I20,-0.17,NC,-0.22,NC,NC both,0.94,0.96,0.92,0.88,0.98,0,
14577,152332181,,Inactive,,,,M-062009-00,12391,Cav3,15007,D10,-0.84,NC,-0.79,NC,NC both,0.9,0.91,0.87,0.84,0.97,-0.11,
14578,152332182,,Inactive,,,,M-062316-00,19288,Ptx3,15047,D16,0.84,NC,-0.22,NC,NC both,1,0.98,0.92,0.86,0.92,-0.67,
14579,152332189,,Inactive,,,,M-065283-00,258420,OLFR1514,15044,F03,-0.51,NC,0.22,NC,NC both,0.92,0.96,0.96,0.98,1.04,0.67,
14580,152332199,,Inactive,,,,M-065107-00,209448,Hoxc10,15012,C22,0.17,NC,-0.22,NC,NC both,0.96,1,0.92,0.88,0.96,-0.22,
14581,152332204,,Inactive,,,,M-065410-00,22631,Ywhaz,15020,H17,0.34,NC,-1.24,NC,NC both,0.97,0.98,0.83,0.8,0.86,-1.35,
14582,152332208,,Inactive,,,,M-045876-00,22362,Vpreb1,15020,O06,0.51,NC,-0.56,NC,NC both,0.98,0.98,0.89,0.85,0.91,-0.79,
14583,152332213,,Inactive,,,,M-045960-00,69524,Esam,15038,I07,0.34,NC,-1.01,NC,NC both,0.97,0.96,0.85,0.84,0.88,-1.12,
14584,152332220,,Inactive,,,,M-045301-00,14120,Fbp2,15010,K12,-0.67,NC,-1.35,NC,NC both,0.91,0.9,0.82,0.83,0.9,-0.9,
14585,152332225,,Inactive,,,,M-050795-00,246727,Oas3,15015,I17,0.67,NC,0.9,NC,NC both,0.99,1,1.02,1.07,1.03,0.56,
14586,152332238,,Inactive,,,,M-057026-00,55982,Paxip1,15015,K04,-1.01,NC,-1.12,NC,NC both,0.89,0.91,0.84,0.88,0.94,-0.45,
14587,152332245,,Inactive,,,,M-056856-00,75456,Prps1l1,15001,A15,-0.51,NC,-0.56,NC,NC both,0.92,0.97,0.89,0.9,0.97,-0.11,
14588,152332253,,Inactive,,,,M-050628-00,93723,Pcdhga11,15046,H15,-0.84,NC,-1.57,NC,NC both,0.9,0.91,0.8,0.79,0.89,-1.01,
14589,152332257,,Inactive,,,,M-058681-00,13685,Eif4ebp1,15010,N13,0.17,NC,-0.67,NC,NC both,0.96,0.95,0.88,0.9,0.92,-0.67,
14590,152332267,,Inactive,,,,M-052174-00,225998,Rorb,15017,C18,0,NC,-1.12,NC,NC both,0.95,0.94,0.84,0.83,0.88,-1.12,
14591,152332269,,Inactive,,,,M-041803-00,327978,Slfn5,15050,G11,-0.17,NC,-1.12,NC,NC both,0.94,0.97,0.84,0.81,0.89,-1.01,
14592,152332271,,Inactive,,,,M-060896-00,258699,Olfr1446,15044,K22,0.67,NC,0.22,NC,NC both,0.99,1.03,0.96,0.97,0.97,-0.11,
14593,152332291,,Inactive,,,,M-064097-00,224023,Klhl22,15040,J07,-0.51,NC,-0.56,NC,NC both,0.92,0.94,0.89,0.9,0.97,-0.11,
14594,152332299,,Inactive,,,,M-040229-00,69847,Wnk4,15002,D12,-1.85,NC,0.45,NC,NC both,0.84,0.82,0.98,0.93,1.17,2.14,
14595,152332301,,Inactive,,,,M-055615-00,66758,Zfp474,15026,N16,1.85,NC,0.22,NC,NC both,1.06,1.04,0.96,0.94,0.91,-0.79,
14596,152332303,,Inactive,,,,M-055044-00,21384,Tbx15,15051,A06,-0.17,NC,-1.12,NC,NC both,0.94,0.92,0.84,0.79,0.89,-1.01,
14597,152332304,,Inactive,,,,M-045520-00,14160,Lgr5,15003,J18,1.18,NC,-0.67,NC,NC both,1.02,1.02,0.88,0.9,0.86,-1.35,
14598,152332311,,Inactive,,,,M-042693-00,17878,Myf6,15014,A10,-0.51,NC,1.8,NC,NC both,0.92,0.93,1.1,1.06,1.2,2.47,
14599,152332313,,Inactive,,,,M-061096-00,258626,Olfr1501,15044,B21,-0.51,NC,0.56,NC,NC both,0.92,0.95,0.99,1,1.08,1.12,
14600,152332317,,Inactive,,,,M-048595-00,70285,Rpf1,15023,J17,-4.22,LC,-1.35,NC,LC control,0.7,0.7,0.82,0.78,1.17,2.14,
14601,152332331,,Inactive,,,,M-042691-00,71779,38046,15004,H04,1.35,NC,0.67,NC,NC both,1.03,1.05,1,0.97,0.97,-0.11,
14602,152332335,,Inactive,,,,M-048527-00,110323,Cox6b1,15035,I17,1.85,NC,0.56,NC,NC both,1.06,1.06,0.99,0.96,0.93,-0.56,
14603,152332336,,Inactive,,,,M-042017-00,70120,Yars2,15023,J16,-1.18,NC,-1.8,NC,NC both,0.88,0.88,0.78,0.73,0.89,-1.01,
14604,152332337,,Inactive,,,,M-056881-00,330695,Ctxn1,15035,O04,1.01,NC,-0.56,NC,NC both,1.01,1.02,0.89,0.86,0.88,-1.12,
14605,152332339,,Inactive,,,,M-057507-00,268739,Arhgef40,15037,B07,0.84,NC,-1.46,NC,NC both,1,1.04,0.81,0.82,0.81,-1.91,
14606,152332342,,Inactive,,,,M-043357-00,14048,Eya1,15010,A14,0.51,NC,1.01,NC,NC both,0.98,0.98,1.03,1.04,1.05,0.79,
14607,152332343,,Inactive,,,,M-057403-00,270185,BC043934,15033,C13,-2.53,LC,-2.59,LC,LC both,0.8,0.82,0.71,0.69,0.89,-1.01,
14608,152332344,,Inactive,,,,M-057913-00,231858,Radil,15036,F07,-0.84,NC,-1.35,NC,NC both,0.9,0.92,0.82,0.78,0.91,-0.79,
14609,152332353,,Inactive,,,,M-062348-00,20262,Stmn3,15018,L11,-1.52,NC,-0.9,NC,NC both,0.86,0.88,0.86,0.9,1,0.22,
